"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope","bw","mo2_1kg","ID","resp.V","background_slope","scaling_exponent","common_mass","mo2_individual_kg","mo2_common_mass_kg","mo2"
"min30_38",30.5,0.827791795177707,8.18098978031897,-0.00483876578539507,13.38,13.38,13.38,"Ch1",NA,"SMR",7.5,1.66752717791289e-15,4.53e-05,1.13259560076932,"A-C11-P3",0.088,-0.0054193042470402,1,1,5.13065807148502e-05,1.13259560076932,1.13259560076932
"min58_66",58,0.865187687977428,8.31575580448034,-0.00516411464595925,13.38,13.38,13.38,"Ch1",NA,"SMR",8,1.66752717791289e-15,4.53e-05,0.500896673037219,"A-C11-P3",0.088,-0.0054193042470402,1,1,2.2690619288586e-05,0.500896673037219,0.500896673037219
"min88_95",88,0.798547829188868,8.37759553703276,-0.00453244851112962,13.38,13.38,13.38,"Ch1",NA,"SMR",7,1.66752717791289e-15,4.53e-05,1.72734270811668,"A-C11-P3",0.088,-0.0054193042470402,1,1,7.82486246776856e-05,1.72734270811668,1.72734270811668
"min112_119",112,0.770582180781455,8.44523440239982,-0.00431003165065851,13.38,13.38,13.38,"Ch1",NA,"SMR",7,1.66752717791289e-15,4.53e-05,2.15918836457757,"A-C11-P3",0.088,-0.0054193042470402,1,1,9.78112329153639e-05,2.15918836457757,2.15918836457757
"min30_38",30.5,0.900272303894178,8.16364372665094,-0.00626215238285296,13.38,13.38,13.38,"Ch2",NA,"SMR",7.5,1.66752717791289e-15,0.0001409,0.520144064448393,"A-C11-P7",0.088,-0.0054193042470402,1,1,7.32882986807785e-05,0.520144064448393,0.520144064448393
"min58_66",58,0.91870396108196,8.32184617843243,-0.00657736289297473,13.38,13.38,13.38,"Ch2",NA,"SMR",8,1.66752717791289e-15,0.0001409,0.716695602630363,"A-C11-P7",0.088,-0.0054193042470402,1,1,0.000100982410410618,0.716695602630363,0.716695602630363
"min88_95",88,0.901316325096203,8.45321061456247,-0.0065546054727816,13.38,13.38,13.38,"Ch2",NA,"SMR",7,1.66752717791289e-15,0.0001409,0.70250506709814,"A-C11-P7",0.088,-0.0054193042470402,1,1,9.89829639541279e-05,0.70250506709814,0.70250506709814
"min112_119",112,0.867500125198487,8.47257997467583,-0.00566244336054514,13.38,13.38,13.38,"Ch2",NA,"SMR",7,1.66752717791289e-15,0.0001409,0.14619165166028,"A-C11-P7",0.088,-0.0054193042470402,1,1,2.05984037189335e-05,0.14619165166028,0.14619165166028
"min30_38",30.5,0.929453868214464,8.18843013784708,-0.00589609451010975,13.38,13.38,13.38,"Ch4",NA,"SMR",7.5,1.66752717791289e-15,3.85e-05,1.08391022107742,"A-C14-P3",0.088,-0.0054193042470402,1,1,4.17305435114807e-05,1.08391022107742,1.08391022107742
"min58_66",58,0.927883648190401,8.32030901104155,-0.00571159124831828,13.38,13.38,13.38,"Ch4",NA,"SMR",8,1.66752717791289e-15,3.85e-05,0.662372983101567,"A-C14-P3",0.088,-0.0054193042470402,1,1,2.55013598494103e-05,0.662372983101567,0.662372983101567
"min88_95",88,0.941771274590211,8.5186304941357,-0.00649314084054274,13.38,13.38,13.38,"Ch4",NA,"SMR",7,1.66752717791289e-15,3.85e-05,2.44799050145097,"A-C14-P3",0.088,-0.0054193042470402,1,1,9.42476343058622e-05,2.44799050145096,2.44799050145097
"min112_119",112,0.900475601215952,8.52472312097252,-0.00541148170180375,13.38,13.38,13.38,"Ch4",NA,"SMR",7,1.66752717791289e-15,3.85e-05,0.0232915850994157,"A-C14-P3",0.088,-0.0054193042470402,1,1,8.96726026327504e-07,0.0232915850994157,0.0232915850994157
